id,name,type,study,promotion
Aerospace_Medical_Division,AMD,1,99,99
Apollo_Programm,Apollo,3,99,99
Arthur_Rudolph,Rudolph,0,1,0
Bell_Air_Craft_Corporation,BACC,1,99,99
Bernhard_Tessmann,Tessmann,0,1,0
Buffalo,Buffalo,2,99,99
Cape_Canaveral,Cape_Canaveral,2,99,99
Convair_Company,Convair,1,99,99
Dieter_Huzel,Huzel,0,1,0
Eberhard_Rees,Rees,0,1,0
Ernst_Stuhlinger,Stuhlinger,0,1,1
Future_Launch_Systems_Study_Office,FLSSO,1,99,99
Gaithersburg,Gaithersburg,2,99,99
Gemini,Gemini,3,99,99
Georg_von_Tiesenhausen,Tiesenhausen,0,1,1
Hannover,Hannover,2,99,99
Hermann_Oberth,Oberth,0,1,0
Houston,Houston,2,99,99
Hubertus_Strughold,Strughold,0,1,1
Huntsville,Huntsville,2,99,99
Joachim_Kuettner,Kuettner,0,1,1
John_F_Kennedy,Kennedy,0,1,0
Kennedy_Space_Center,KSC,2,99,99
Konrad_Dannenberg,Dannenberg,0,1,0
Kurt_Debus,Debus,0,1,1
Los_Angeles,Los_Angeles,2,99,99
Lyndon_B_Johnson_Space_Center,JSC,1,99,99
Marshall_Space_Flight_Center,MSFC,1,99,99
Mercury,Mercury,3,99,99
National_Aeronautics_and_Space_Administration,NASA,1,99,99
National_Institute_of_Standards_and_Technology,NIoST,1,99,99
Nationaldemokratische_Partei_Deutschland,NPD,1,99,99
North_American_Aviation,NAA,1,99,99
San_Diego,San_Diego,2,99,99
Saturn_V,Saturn_V,3,99,99
Theodor_Benzinger,Benzinger,0,1,1
US_Air_Force,USAF,1,99,99
Walter_Dornberger,Dornberger,0,1,0
Wernher_von_Braun,Braun,0,1,1
